U,RF
-0.0,-0.0
0.012697002850472927,954.7405395507812
0.025394005700945854,1909.4810791015625
0.04443950951099396,3341.591796875
0.07300776243209839,5489.7578125
0.11586014926433563,8712.0068359375
0.1801387220621109,13545.380859375
0.25394004583358765,19094.810546875
0.25394004583358765,19094.810546875
0.2990510165691376,21494.810546875
0.3441619575023651,23894.810546875
0.4118283987045288,27494.810546875
0.5133280158042908,32894.80859375
0.6655774712562561,40994.80859375
0.9215716123580933,53144.80859375
0.9480500817298889,54283.87109375
0.992016613483429,55992.46484375
1.0641193389892578,58555.35546875
1.0923118591308594,59516.44140625
1.1369680166244507,60958.06640625
1.2145041227340698,63120.5078125
1.2463754415512085,63931.421875
1.3003474473953247,65147.79296875
1.3967807292938232,66972.3515625
1.4357690811157227,67656.5625
1.500476598739624,68682.875
1.6181458234786987,70222.34375
1.837896704673767,72531.546875
1.9292465448379517,73397.5
2.082169771194458,74696.4296875
2.3428568840026855,76644.8203125
2.7864179611206055,79567.4140625
3.270078420639038,82490.0
3.7651519775390625,85412.59375
4.252561092376709,88335.1796875
4.717853546142578,91257.765625
4.8877058029174805,92353.7421875
5.1304826736450195,93997.6953125
5.4709014892578125,96463.6328125
5.93688440322876,100162.53125
6.105839729309082,101549.6171875
6.34881067276001,103630.25
6.700069427490234,106751.203125
6.830757141113281,107921.5546875
7.024816036224365,109677.0859375
7.3166069984436035,112310.390625
7.426497936248779,113297.875
7.590364456176758,114779.109375
7.838281154632568,117000.953125
8.222719192504883,120333.7265625
8.369848251342773,121583.515625
8.594529151916504,123458.1953125
8.938209533691406,126270.21875
9.286087989807129,129082.25
9.640732765197754,131894.265625
9.774819374084473,132948.78125
9.97632884979248,134530.546875
10.278761863708496,136903.1875
10.72934627532959,140462.15625
10.814298629760742,141129.46875
10.899309158325195,141796.78125
11.023238182067871,142797.734375
11.201912879943848,144299.171875
11.37886905670166,145800.609375
11.554197311401367,147302.0625
11.816473007202148,149554.21875
12.20740032196045,152932.453125
12.305607795715332,153777.015625
12.403717041015625,154621.578125
12.440463066101074,154938.28125
12.495444297790527,155413.34375
12.577096939086914,156125.953125
12.607643127441406,156393.171875
12.65289306640625,156794.015625
12.719934463500977,157395.265625
12.820448875427246,158297.140625
12.97140121459961,159649.96875
13.027963638305664,160157.28125
13.112573623657227,160918.234375
13.239404678344727,162059.6875
13.431499481201172,163771.84375
13.726065635681152,166340.09375
13.837919235229492,167303.1875
14.003268241882324,168747.828125
14.248153686523438,170914.78125
14.340570449829102,171727.390625
14.479655265808105,172946.3125
14.686912536621094,174774.6875
14.73900318145752,175231.78125
14.7911376953125,175688.859375
14.869139671325684,176374.5
14.986186981201172,177402.96875
15.030149459838867,177788.640625
15.096063613891602,178367.140625
15.194591522216797,179234.90625
15.341292381286621,180536.546875
15.560660362243652,182489.015625
15.934271812438965,185417.71875
16.1129207611084,186515.984375
16.433095932006836,188163.375
17.072246551513672,190634.453125
17.3443546295166,191561.109375
17.805191040039062,192951.109375
18.638761520385742,195036.078125
18.971755981445312,195817.953125
19.516450881958008,196990.75
20.43082046508789,198749.953125
22.05572509765625,201388.765625
22.6981201171875,202378.3125
23.73093605041504,203862.640625
25.43931007385254,206089.140625
28.340818405151367,209428.875
31.574172973632812,212768.609375
35.15948486328125,216108.34375
36.08477020263672,216943.28125
37.034202575683594,217778.21875
38.51585006713867,219030.609375
40.863555908203125,220909.21875
44.70685958862305,223727.125
45.696998596191406,224431.59375
46.70976638793945,225136.078125
48.248104095458984,226192.78125
50.63644027709961,227777.859375
54.554630279541016,230155.453125
56.07551574707031,231047.0625
58.453372955322266,232384.46875
59.363338470458984,232885.984375
60.761905670166016,233638.28125
62.93920135498047,234766.71875
66.38925170898438,236459.359375
67.71707153320312,237094.109375
68.21995544433594,237332.140625
68.98657989501953,237689.1875
70.15203857421875,238224.75
71.96562957763672,239028.09375
74.8106689453125,240233.125
79.34134674072266,242040.65625
81.08618927001953,242718.46875
83.80303192138672,243735.21875
84.83902740478516,244116.484375
86.42567443847656,244688.40625
88.87822723388672,245546.28125
92.72513580322266,246833.078125
98.86275482177734,248763.296875
101.23353576660156,249487.125
104.92407989501953,250572.875
106.33360290527344,250980.03125
108.48640441894531,251590.75
109.30166625976562,251819.78125
109.60856628417969,251905.671875
109.72382354736328,251937.875
109.89686584472656,251986.1875
110.15631866455078,252058.640625
110.25365447998047,252085.8125
110.39961242675781,252126.578125
110.6180191040039,252187.71875
110.94554901123047,252279.4375
111.4416732788086,252417.0
112.19255065917969,252623.359375
113.33109283447266,252932.890625
115.06642150878906,253397.1875
117.73190307617188,254093.640625
121.87734985351562,255138.3125
123.45710754394531,255530.0625
125.86968231201172,256117.6875
129.5870361328125,256999.125
133.41392517089844,257880.5625
137.3684844970703,258762.0
138.8834686279297,259094.8125
